Date,Title,Url,Account Type,Author,Full Name,Full Text,X Author ID,X Verified,DateTime,original_text,day,gpt-4.1-mini_stance,Topic
12/12/2024 1:28,"@Cola__Lollipop @jiyeox @konradson that I don't take sides? I never have and I never will

what luigi did was not self defense if it was then it would have been justified as the other self defense thing was",http://twitter.com/ZZCOOL/statuses/1867018597542867216,individual,ZZCOOL,ZZCOOL (taltigolt),"@Cola__Lollipop @jiyeox @konradson that I don't take sides? I never have and I never will

what luigi did was not self defense if it was then it would have been justified as the other self defense thing was",17765953.0,True,12/12/2024 1:28,"that I don't take sides? I never have and I never will

what luigi did was not self defense if it was then it would have been justified as the other self defense thing was",12/12/2024,-1,2
12/12/2024 1:01,"RT @emperoreaganite Won’t delete this.

Brian Thompson, UHC CEO, was a winner. Everyone has a death. His family will live in wealth centuries after his.

Can’t say the same of socialist vermin who lose their healthcare 😢.

They’re losers whose deaths will cleanse the earth of their filthy presence.",http://twitter.com/ObitaWalker/statuses/1867011738828234904,individual,ObitaWalker,ObitaWalker (Kenny Obita.),"RT @emperoreaganite Won’t delete this.

Brian Thompson, UHC CEO, was a winner. Everyone has a death. His family will live in wealth centuries after his.

Can’t say the same of socialist vermin who lose their healthcare 😢.

They’re losers whose deaths will cleanse the earth of their filthy presence.",1.39788e+18,False,12/12/2024 1:01,"Won’t delete this.

Brian Thompson, UHC CEO, was a winner. Everyone has a death. His family will live in wealth centuries after his.

Can’t say the same of socialist vermin who lose their healthcare 😢.

They’re losers whose deaths will cleanse the earth of their filthy presence.",12/12/2024,-1,6
12/12/2024 0:37,RT @SkiesOfViolet03 @LeftieStats @HLeeHurley He looks evil. Someone should Brian Thompson him,http://twitter.com/BengaliTigger/statuses/1867005757360861431,individual,BengaliTigger,BengaliTigger (*𝖎𝖙𝖈𝖍),RT @SkiesOfViolet03 @LeftieStats @HLeeHurley He looks evil. Someone should Brian Thompson him,1.10498e+18,False,12/12/2024 0:37,He looks evil. Someone should Brian Thompson him,12/12/2024,-1,6
12/12/2024 0:31,Mangione needs a brow technician. #CEOAssassination,http://twitter.com/TimRKelly/statuses/1867004335701258479,individual,TimRKelly,TimRKelly (TTWIST/TimKelly),Mangione needs a brow technician. #CEOAssassination,175227516.0,False,12/12/2024 0:31,Mangione needs a brow technician. #CEOAssassination,12/12/2024,-1,5
12/11/2024 23:38,Apparently fans of the celebrity murderer want Kim Kardashian to be his celebrity lawyer and lobby the celebrity president for a pardon. We live in a deeply unserious time. https://t.co/JepUJaCA0W,http://twitter.com/JJ_McCullough/statuses/1866990985827455386,individual,JJ_McCullough,JJ_McCullough (J.J. McCullough),Apparently fans of the celebrity murderer want Kim Kardashian to be his celebrity lawyer and lobby the celebrity president for a pardon. We live in a deeply unserious time. https://t.co/JepUJaCA0W,30800681.0,True,12/11/2024 23:38,Apparently fans of the celebrity murderer want Kim Kardashian to be his celebrity lawyer and lobby the celebrity president for a pardon. We live in a deeply unserious time.,12/11/2024,-1,8
12/11/2024 22:57,"RT @colonelhogans Luigi Mangione is NO hero!!!!!! 

Remember Kyle Rittenhouse…who should be doing life????",http://twitter.com/Stephen67971027/statuses/1866980718875906244,individual,Stephen67971027,Stephen67971027 (Stephengeo),"RT @colonelhogans Luigi Mangione is NO hero!!!!!! 

Remember Kyle Rittenhouse…who should be doing life????",1.44121e+18,False,12/11/2024 22:57,"Luigi Mangione is NO hero!!!!!! 

Remember Kyle Rittenhouse…who should be doing life????",12/11/2024,-1,0
12/11/2024 21:43,"Mr mangione, dont be phony, the evidence mounts against you, enjoy your Time in prison. Enjoy the food and the great prison doctors, and if your good, you can work out for sixty whole minutes. #freedom is what I crave, not confinement and people telling me what and when to do it.",http://twitter.com/MickeyJohnson07/statuses/1866962113622839353,individual,MickeyJohnson07,MickeyJohnson07 (Mr Mojito),"Mr mangione, dont be phony, the evidence mounts against you, enjoy your Time in prison. Enjoy the food and the great prison doctors, and if your good, you can work out for sixty whole minutes. #freedom is what I crave, not confinement and people telling me what and when to do it.",138214798.0,False,12/11/2024 21:43,"Mr mangione, dont be phony, the evidence mounts against you, enjoy your Time in prison. Enjoy the food and the great prison doctors, and if your good, you can work out for sixty whole minutes. #freedom is what I crave, not confinement and people telling me what and when to do it.",12/11/2024,-1,5
12/11/2024 21:39,"RT @EYakoby BREAKING: UPenn has announced that a retraction from Professor Julia Alekseyeva who celebrated the alleged UHC CEO assassin calling him an “icon,” is sufficient and she will not be fired.

This is absolutely ridiculous. Her teaching students is how we get to a Luigi Mangione. https://t.co/qJFDc4il6Y",http://twitter.com/FabioAraujoEcon/statuses/1866961013532397877,individual,FabioAraujoEcon,FabioAraujoEcon (Fabio Araujo),"RT @EYakoby BREAKING: UPenn has announced that a retraction from Professor Julia Alekseyeva who celebrated the alleged UHC CEO assassin calling him an “icon,” is sufficient and she will not be fired.

This is absolutely ridiculous. Her teaching students is how we get to a Luigi Mangione. https://t.co/qJFDc4il6Y",7.36e+17,False,12/11/2024 21:39,"BREAKING: UPenn has announced that a retraction from Professor Julia Alekseyeva who celebrated the alleged UHC CEO assassin calling him an “icon,” is sufficient and she will not be fired.

This is absolutely ridiculous. Her teaching students is how we get to a Luigi Mangione.",12/11/2024,-1,1
12/11/2024 20:14,"@JoshWalkos Luigi had a manifesto essentially admitting to the murder, the murder weapon and a documented hatred of insurance companies

None of that matters to a conspiracy douche like yourself because of how his eyebrows look in the angle of this photo

It has to suck to be as dumb as you",http://twitter.com/panamaisrisky/statuses/1866939599911538742,individual,panamaisrisky,panamaisrisky (Alejandro Sosa),"@JoshWalkos Luigi had a manifesto essentially admitting to the murder, the murder weapon and a documented hatred of insurance companies

None of that matters to a conspiracy douche like yourself because of how his eyebrows look in the angle of this photo

It has to suck to be as dumb as you",1.74599e+18,False,12/11/2024 20:14,"Luigi had a manifesto essentially admitting to the murder, the murder weapon and a documented hatred of insurance companies

None of that matters to a conspiracy douche like yourself because of how his eyebrows look in the angle of this photo

It has to suck to be as dumb as you",12/11/2024,-1,7
12/11/2024 20:10,KILLER OF THE YEAR AND HE LOVES OUR COMMUNITY #cryptocurrency #unitedhealthcare #trending #memcoin https://t.co/lcqGhlYKTo,http://twitter.com/BUYCRACKCOIN/statuses/1866938608038375465,individual,BUYCRACKCOIN,BUYCRACKCOIN (CRACK COIN),KILLER OF THE YEAR AND HE LOVES OUR COMMUNITY #cryptocurrency #unitedhealthcare #trending #memcoin https://t.co/lcqGhlYKTo,1.86144e+18,False,12/11/2024 20:10,KILLER OF THE YEAR AND HE LOVES OUR COMMUNITY #cryptocurrency #unitedhealthcare #trending #memcoin,12/11/2024,-1,9
12/11/2024 20:00,"Luigi Mangione, huh? Handsome, rich, jacked... I guess he really knows how to murder the competition in more ways than one. Just saying!",http://twitter.com/manamidotai/statuses/1866936149916180829,individual,manamidotai,manamidotai (Manami),"Luigi Mangione, huh? Handsome, rich, jacked... I guess he really knows how to murder the competition in more ways than one. Just saying!",1.44364e+18,True,12/11/2024 20:00,"Luigi Mangione, huh? Handsome, rich, jacked... I guess he really knows how to murder the competition in more ways than one. Just saying!",12/11/2024,-1,0
12/11/2024 19:18,"In this life, make sure you’re attractive.

While girls are simping over Luigi who is a prime suspect of murder, guys are scared to encounter this guy and are praying he’s recaptured.

Fine human privilege is a thing",http://twitter.com/_VictorMo/statuses/1866925557440471276,individual,_VictorMo,_VictorMo (Victor-Moses),"In this life, make sure you’re attractive.

While girls are simping over Luigi who is a prime suspect of murder, guys are scared to encounter this guy and are praying he’s recaptured.

Fine human privilege is a thing",8.55323e+17,False,12/11/2024 19:18,"In this life, make sure you’re attractive.

While girls are simping over Luigi who is a prime suspect of murder, guys are scared to encounter this guy and are praying he’s recaptured.

Fine human privilege is a thing",12/11/2024,-1,2
12/10/2024 6:14,"RT @dalgaDH Yeah I support LGBT 

“Luigi, Get Brian Thompson”",http://twitter.com/spooksworth97/statuses/1866365913236398231,individual,spooksworth97,spooksworth97 (Anakin Skywanker),"RT @dalgaDH Yeah I support LGBT 

“Luigi, Get Brian Thompson”",1.24113e+18,False,12/10/2024 6:14,"Yeah I support LGBT 

“Luigi, Get Brian Thompson”",12/10/2024,-1,3
12/10/2024 4:23,"RT @Complex Luigi Mangione, the suspect in the killing of UnitedHealthcare CEO Brian Thompson, reportedly had a handwritten manifesto on him at the time of his arrest.

“These parasites had it coming,” reportedly read the note, per CNN. “I do apologize for any strife and trauma, but it had… https://t.co/XczLHDChBD",http://twitter.com/timothymathai/statuses/1866337988038517028,individual,timothymathai,timothymathai (timothymathai),"RT @Complex Luigi Mangione, the suspect in the killing of UnitedHealthcare CEO Brian Thompson, reportedly had a handwritten manifesto on him at the time of his arrest.

“These parasites had it coming,” reportedly read the note, per CNN. “I do apologize for any strife and trauma, but it had… https://t.co/XczLHDChBD",1129191468.0,False,12/10/2024 4:23,"Luigi Mangione, the suspect in the killing of UnitedHealthcare CEO Brian Thompson, reportedly had a handwritten manifesto on him at the time of his arrest.

“These parasites had it coming,” reportedly read the note, per CNN. “I do apologize for any strife and trauma, but it had…",12/10/2024,-1,1
12/10/2024 2:15,"RT @CharlieWrldTV It’s only a matter of time before Luigi Mangione gets the “Ted Bundy treatment.” Watch how they frame him: the troubled genius, the misunderstood idealist, the product of a broken system. The media loves a narrative that absolves guilt and redirects blame.

Soon, it won’t be…",http://twitter.com/tua_preemie/statuses/1866305789473763612,individual,tua_preemie,tua_preemie (Tua Lucky's Girl😝💉),"RT @CharlieWrldTV It’s only a matter of time before Luigi Mangione gets the “Ted Bundy treatment.” Watch how they frame him: the troubled genius, the misunderstood idealist, the product of a broken system. The media loves a narrative that absolves guilt and redirects blame.

Soon, it won’t be…",9.68855e+17,False,12/10/2024 2:15,"It’s only a matter of time before Luigi Mangione gets the “Ted Bundy treatment.” Watch how they frame him: the troubled genius, the misunderstood idealist, the product of a broken system. The media loves a narrative that absolves guilt and redirects blame.

Soon, it won’t be…",12/10/2024,-1,1
12/10/2024 1:40,@marknorm Low hanging fruit Mark.... which is also what Luigi  will see in jail.,http://twitter.com/MofoAbracadabra/statuses/1866296792813604906,individual,MofoAbracadabra,MofoAbracadabra (Abracadabra_mofo),@marknorm Low hanging fruit Mark.... which is also what Luigi will see in jail.,1.60397e+18,False,12/10/2024 1:40,Low hanging fruit Mark.... which is also what Luigi will see in jail.,12/10/2024,-1,3
12/10/2024 1:22,Gonna do a copycat Luigi Mangioni but my target is the manager of the Blink Fitness in Ridgewood,http://twitter.com/koranreciter/statuses/1866292377851166944,individual,koranreciter,koranreciter (🕋),Gonna do a copycat Luigi Mangioni but my target is the manager of the Blink Fitness in Ridgewood,1.71396e+18,False,12/10/2024 1:22,Gonna do a copycat Luigi Mangioni but my target is the manager of the Blink Fitness in Ridgewood,12/10/2024,-1,0
12/10/2024 0:48,@TaylorLorenz @robinsonroyal22 When did you start following Luigi the killer on this platform? When he was caught or earlier?,http://twitter.com/davearnold1985/statuses/1866283852353900780,individual,davearnold1985,davearnold1985 (Dave Arnold),@TaylorLorenz @robinsonroyal22 When did you start following Luigi the killer on this platform? When he was caught or earlier?,1.79229e+18,False,12/10/2024 0:48,When did you start following Luigi the killer on this platform? When he was caught or earlier?,12/10/2024,-1,2
12/10/2024 0:42,"Some attention in this case, especially online, has been deeply disturbing, as some have looked to celebrate instead of condemn this killing. Brian Thompson was a father to two. He was a husband and he was a friend to many. But neglected his own security.",http://twitter.com/MickeyJohnson07/statuses/1866282428677111965,individual,MickeyJohnson07,MickeyJohnson07 (Mr Mojito),"Some attention in this case, especially online, has been deeply disturbing, as some have looked to celebrate instead of condemn this killing. Brian Thompson was a father to two. He was a husband and he was a friend to many. But neglected his own security.",138214798.0,False,12/10/2024 0:42,"Some attention in this case, especially online, has been deeply disturbing, as some have looked to celebrate instead of condemn this killing. Brian Thompson was a father to two. He was a husband and he was a friend to many. But neglected his own security.",12/10/2024,-1,6
12/10/2024 0:36,"luigi mangione, my money is hes a markist liberal democrat who hates capitalism and thinks hes god.",http://twitter.com/MickeyJohnson07/statuses/1866280885181645081,individual,MickeyJohnson07,MickeyJohnson07 (Mr Mojito),"luigi mangione, my money is hes a markist liberal democrat who hates capitalism and thinks hes god.",138214798.0,False,12/10/2024 0:36,"luigi mangione, my money is hes a markist liberal democrat who hates capitalism and thinks hes god.",12/10/2024,-1,0
12/10/2024 0:33,"RT @ArtCandee Pennsylvania Governor Josh Shapiro goes off on people who are celebrating Luigi Mangione for allegedly murdering UnitedHealthcare CEO Brian Thompson.

""In America, we do not kill people in cold blood to resolve policy differences or to express a viewpoint.""

He calls it… https://t.co/c1m1VBH72o",http://twitter.com/MaureenStaehle/statuses/1866279937113505799,individual,MaureenStaehle,MaureenStaehle (Maureen Staehle),"RT @ArtCandee Pennsylvania Governor Josh Shapiro goes off on people who are celebrating Luigi Mangione for allegedly murdering UnitedHealthcare CEO Brian Thompson.

""In America, we do not kill people in cold blood to resolve policy differences or to express a viewpoint.""

He calls it… https://t.co/c1m1VBH72o",1725818820.0,False,12/10/2024 0:33,"Pennsylvania Governor Josh Shapiro goes off on people who are celebrating Luigi Mangione for allegedly murdering UnitedHealthcare CEO Brian Thompson.

""In America, we do not kill people in cold blood to resolve policy differences or to express a viewpoint.""

He calls it…",12/10/2024,-1,9
12/10/2024 0:29,"@akafacehots Maybe because he shot the CEO
(Yeah but he’s not proven guilty) 
You’ve gotta be fucking blind to say that Luigi guy is NOT the guy in the footage 😂😂",http://twitter.com/JackSteedman_/statuses/1866278940798489085,individual,JackSteedman_,JackSteedman_ (Jack Steedman),"@akafacehots Maybe because he shot the CEO
(Yeah but he’s not proven guilty) 
You’ve gotta be fucking blind to say that Luigi guy is NOT the guy in the footage 😂😂",1.36946e+18,False,12/10/2024 0:29,"Maybe because he shot the CEO
(Yeah but he’s not proven guilty) 
You’ve gotta be fucking blind to say that Luigi guy is NOT the guy in the footage 😂😂",12/10/2024,-1,2
12/10/2024 0:24,@aePenumbra @LuigiCrave Which girls are defending the biggest mass murderer in us history Brian Thompson?,http://twitter.com/babyjan99813012/statuses/1866277791383113821,individual,babyjan99813012,babyjan99813012 (Mrs M),@aePenumbra @LuigiCrave Which girls are defending the biggest mass murderer in us history Brian Thompson?,1.24748e+18,False,12/10/2024 0:24,Which girls are defending the biggest mass murderer in us history Brian Thompson?,12/10/2024,-1,6
12/10/2024 0:16,yeah i'd love to arrest luigi mangione too,http://twitter.com/risingfags/statuses/1866275660714680564,individual,risingfags,risingfags (arrrdo),yeah i'd love to arrest luigi mangione too,1.11207e+18,False,12/10/2024 0:16,yeah i'd love to arrest luigi mangione too,12/10/2024,-1,0
12/10/2024 0:16,@MarioNawfal BREAKING | GOV. SHAPIRO CONDEMNS ONLINE CELEBRATION OF MANGIONE: HE IS NO HERO,http://twitter.com/rio10314/statuses/1866275640229417165,individual,rio10314,rio10314 (डॉ. आर के सिंह),@MarioNawfal BREAKING | GOV. SHAPIRO CONDEMNS ONLINE CELEBRATION OF MANGIONE: HE IS NO HERO,2908643928.0,True,12/10/2024 0:16,BREAKING | GOV. SHAPIRO CONDEMNS ONLINE CELEBRATION OF MANGIONE: HE IS NO HERO,12/10/2024,-1,5
12/10/2024 0:06,@ThatDudeTaco Bad for Mangione,http://twitter.com/Abhi_Suryavansi/statuses/1866273291645714874,individual,Abhi_Suryavansi,Abhi_Suryavansi (Abhishek),@ThatDudeTaco Bad for Mangione,1.79113e+18,True,12/10/2024 0:06,Bad for Mangione,12/10/2024,-1,5
12/10/2024 0:05,yes luigi killed a fuckin ceo and super mario was jumping around at the time so what he is depressed https://t.co/Ili5vO11cu,http://twitter.com/donerpepsi/statuses/1866273051110715732,individual,donerpepsi,donerpepsi (ankara messi),yes luigi killed a fuckin ceo and super mario was jumping around at the time so what he is depressed https://t.co/Ili5vO11cu,1.86264e+18,False,12/10/2024 0:05,yes luigi killed a fuckin ceo and super mario was jumping around at the time so what he is depressed,12/10/2024,-1,4
12/9/2024 23:44,@strangerrkid He's called MANGIONE for a reason I'm afraid,http://twitter.com/strangerrkid/statuses/1866267641326801389,individual,strangerrkid,strangerrkid (bea | (Aegon's version) 💚),@strangerrkid He's called MANGIONE for a reason I'm afraid,345675637.0,False,12/9/2024 23:44,He's called MANGIONE for a reason I'm afraid,12/9/2024,-1,5
12/9/2024 23:43,RT @RDwyer36970 @theFinnishSisu @agraybee Mangione heralded the movie Idiocracy as being prophetic - this does not show empathy or respect for the working class.,http://twitter.com/Chidera15181727/statuses/1866267456085626905,individual,Chidera15181727,Chidera15181727 (Chidera),RT @RDwyer36970 @theFinnishSisu @agraybee Mangione heralded the movie Idiocracy as being prophetic - this does not show empathy or respect for the working class.,1.49786e+18,False,12/9/2024 23:43,Mangione heralded the movie Idiocracy as being prophetic - this does not show empathy or respect for the working class.,12/9/2024,-1,5
12/9/2024 23:38,"@ATheatreNearMe @papa_electrico @Corndiff This is fake news. They portray this Luigi as interesting, intelligent and competent. Don't worry @papa_electrico you are safe.",http://twitter.com/EkulPineapple/statuses/1866266183411904728,individual,EkulPineapple,EkulPineapple (EkulPineappl3),"@ATheatreNearMe @papa_electrico @Corndiff This is fake news. They portray this Luigi as interesting, intelligent and competent. Don't worry @papa_electrico you are safe.",1.80448e+18,False,12/9/2024 23:38,"This is fake news. They portray this Luigi as interesting, intelligent and competent. Don't worry  you are safe.",12/9/2024,-1,4
12/9/2024 23:27,"Well we now no why luigi mangione was smiling in the picture of him at the hostel! He found out the girl there had a gay brother!
He is 100% absolutely gay 🤣🤡",http://twitter.com/Stormgurl73/statuses/1866263484188557776,individual,Stormgurl73,Stormgurl73 (Storm Little),"Well we now no why luigi mangione was smiling in the picture of him at the hostel! He found out the girl there had a gay brother!
He is 100% absolutely gay 🤣🤡",1.62461e+18,False,12/9/2024 23:27,"Well we now no why luigi mangione was smiling in the picture of him at the hostel! He found out the girl there had a gay brother!
He is 100% absolutely gay 🤣🤡",12/9/2024,-1,0
12/9/2024 23:27,"RT @SopranosWorld Tone, did ya hear the Luigi kid came out of hiding because he wanted a McFlurry.? You almost can’t blame the dumb little bastard, ya never know when those ice cream machine’s are workin, Skip. Ya gotta strike when the iron’s hot hehe https://t.co/Env6KT41N2",http://twitter.com/RealPawsSniffer/statuses/1866263367335166280,individual,RealPawsSniffer,RealPawsSniffer (Olivier The Raton Laveur),"RT @SopranosWorld Tone, did ya hear the Luigi kid came out of hiding because he wanted a McFlurry.? You almost can’t blame the dumb little bastard, ya never know when those ice cream machine’s are workin, Skip. Ya gotta strike when the iron’s hot hehe https://t.co/Env6KT41N2",1.6127e+18,False,12/9/2024 23:27,"Tone, did ya hear the Luigi kid came out of hiding because he wanted a McFlurry.? You almost can’t blame the dumb little bastard, ya never know when those ice cream machine’s are workin, Skip. Ya gotta strike when the iron’s hot hehe",12/9/2024,-1,3
12/9/2024 23:01,Lorax always at the scene of the crime. Luigi took “let it die” too literally I guess,http://twitter.com/_Mythamos_/statuses/1866256798107287829,individual,_Mythamos_,_Mythamos_ (ꪑꪗꪻꫝꪖꪑꪮᦓ),Lorax always at the scene of the crime. Luigi took “let it die” too literally I guess,3245388289.0,True,12/9/2024 23:01,Lorax always at the scene of the crime. Luigi took “let it die” too literally I guess,12/9/2024,-1,2
12/9/2024 23:00,@itsdeaann Luigi Mangione should have covered his tracks better.,http://twitter.com/williamhbhamill/statuses/1866256642104238462,individual,williamhbhamill,williamhbhamill (William Hamill),@itsdeaann Luigi Mangione should have covered his tracks better.,7.97248e+17,True,12/9/2024 23:00,Luigi Mangione should have covered his tracks better.,12/9/2024,-1,0
12/9/2024 22:53,Luigi Mangione was arrested at a McDonald's located in the parking lot of a UPMC Hospital. You can't make this shit up. The 1 star reviews are wild. What is wrong with people? He is allegedly a cold blooded murderer. This is not something to celebrate. https://t.co/qpZdybVzxL,http://twitter.com/2007W209/statuses/1866254920694800477,individual,2007W209,2007W209 (🇨🇦 2007w209 🇨🇦),Luigi Mangione was arrested at a McDonald's located in the parking lot of a UPMC Hospital. You can't make this shit up. The 1 star reviews are wild. What is wrong with people? He is allegedly a cold blooded murderer. This is not something to celebrate. https://t.co/qpZdybVzxL,394437078.0,False,12/9/2024 22:53,Luigi Mangione was arrested at a McDonald's located in the parking lot of a UPMC Hospital. You can't make this shit up. The 1 star reviews are wild. What is wrong with people? He is allegedly a cold blooded murderer. This is not something to celebrate.,12/9/2024,-1,1
12/9/2024 22:38,"@lindsayLG1984 ...... 300 miles away from where this happened. If you believe this, I've a bridge to sell you.
It's the equivalent of finding the Terrorist passports at the scene of 9/11. #luigimangioni #UnitedHealthcare #bullshit",http://twitter.com/lindsayLG1984/statuses/1866250975486328915,individual,lindsayLG1984,lindsayLG1984 (LG #rejectthereset),"@lindsayLG1984 ...... 300 miles away from where this happened. If you believe this, I've a bridge to sell you.
It's the equivalent of finding the Terrorist passports at the scene of 9/11. #luigimangioni #UnitedHealthcare #bullshit",19456096.0,False,12/9/2024 22:38,"...... 300 miles away from where this happened. If you believe this, I've a bridge to sell you.
It's the equivalent of finding the Terrorist passports at the scene of 9/11. #luigimangioni #UnitedHealthcare #bullshit",12/9/2024,-1,9
12/9/2024 22:31,Fuck 😂😂😂 $Luigi,http://twitter.com/Sensei_Jake_/statuses/1866249235139805322,individual,Sensei_Jake_,Sensei_Jake_ (Jake),Fuck 😂😂😂 $Luigi,40944189.0,True,12/9/2024 22:31,Fuck 😂😂😂 $Luigi,12/9/2024,-1,3
12/9/2024 22:29,"The internet are treating Luigi like a hero just because he’s objectively hot. Get your minds out the gutter, he’s a murderer.",http://twitter.com/aotalks/statuses/1866248930553413683,individual,aotalks,aotalks (al),"The internet are treating Luigi like a hero just because he’s objectively hot. Get your minds out the gutter, he’s a murderer.",236570146.0,False,12/9/2024 22:29,"The internet are treating Luigi like a hero just because he’s objectively hot. Get your minds out the gutter, he’s a murderer.",12/9/2024,-1,2
12/9/2024 22:29,"Luigi was in pain, he was self medicating, he was crazy, he was a dick.",http://twitter.com/SpaceSandT/statuses/1866248833467834595,individual,SpaceSandT,SpaceSandT (Tome - space/acc),"Luigi was in pain, he was self medicating, he was crazy, he was a dick.",1.56258e+18,True,12/9/2024 22:29,"Luigi was in pain, he was self medicating, he was crazy, he was a dick.",12/9/2024,-1,4
12/9/2024 22:15,"Luigi Mangione, you better watch out, Kris is on road to your future jail babe #betterwatchout https://t.co/DUWWyGLUXL",http://twitter.com/thegoldbodyblue/statuses/1866245419023389128,individual,thegoldbodyblue,thegoldbodyblue (nasty gold🤰🏻),"Luigi Mangione, you better watch out, Kris is on road to your future jail babe #betterwatchout https://t.co/DUWWyGLUXL",1.32619e+18,False,12/9/2024 22:15,"Luigi Mangione, you better watch out, Kris is on road to your future jail babe #betterwatchout",12/9/2024,-1,0
12/9/2024 22:13,whole tl thirsting over Luigi Mangione oh all of you deserve to be in @bottomjail,http://twitter.com/enndofthewrld/statuses/1866244842537308324,individual,enndofthewrld,enndofthewrld (𝐞𝐥𝐢𝐳𝐚𝐛𝐞𝐭𝐡 ⋆ ˚｡𖦹 ⋆｡),whole tl thirsting over Luigi Mangione oh all of you deserve to be in @bottomjail,1.62765e+18,False,12/9/2024 22:13,whole tl thirsting over Luigi Mangione oh all of you deserve to be in,12/9/2024,-1,0
12/5/2024 17:08,"RT @MatchPoiint @MattWallace888 The man who m*rdered UnitedHealthcare CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.
 https://t.co/siuGBbGt3e",http://twitter.com/LadyBaker6/statuses/1864718619789181259,organisational,LadyBaker6,LadyBaker6 (LadyBaker),"RT @MatchPoiint @MattWallace888 The man who m*rdered UnitedHealthcare CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.
 https://t.co/siuGBbGt3e",9.57234e+17,False,12/5/2024 17:08,"The man who m*rdered UnitedHealthcare CEO Brian Thompson inscribed the words “deny,” “defend” & “depose” on the shell casings that were left at the scene.",12/5/2024,-1,6
12/5/2024 10:44,"RT @aishamusic @devery_mccain I must say, Brian Thompson's killer has eyes that look very cold and evil, like he's been a madman for a long time.",http://twitter.com/aishamusic/statuses/1864621832789238149,individual,aishamusic,aishamusic (Aisha),"RT @aishamusic @devery_mccain I must say, Brian Thompson's killer has eyes that look very cold and evil, like he's been a madman for a long time.",60110252.0,False,12/5/2024 10:44,"I must say, Brian Thompson's killer has eyes that look very cold and evil, like he's been a madman for a long time.",12/5/2024,-1,6
12/5/2024 5:11,RT @lawler4ny This is horrifying. There is no justification in the world for this type of violence. God bless Brian Thompson and his family. https://t.co/9xnMokQuJF,http://twitter.com/psicopatafascis/statuses/1864538134802821452,individual,psicopatafascis,psicopatafascis (dictadora psicopata),RT @lawler4ny This is horrifying. There is no justification in the world for this type of violence. God bless Brian Thompson and his family. https://t.co/9xnMokQuJF,2899929855.0,False,12/5/2024 5:11,This is horrifying. There is no justification in the world for this type of violence. God bless Brian Thompson and his family.,12/5/2024,-1,6
12/22/2024 22:16,"dont forget jost is married to avowed zionist scarlett johansson, hence his loser weird (yet predictable) response at the luigi cheers seems even more gross",http://twitter.com/dandoon_danya/statuses/1870956634849034718,individual,dandoon_danya,dandoon_danya (Danya),"dont forget jost is married to avowed zionist scarlett johansson, hence his loser weird (yet predictable) response at the luigi cheers seems even more gross",8.80828e+17,False,12/22/2024 22:16,"dont forget jost is married to avowed zionist scarlett johansson, hence his loser weird (yet predictable) response at the luigi cheers seems even more gross",12/22/2024,-1,4
12/22/2024 19:59,It was distasteful for sure. Murder is obscene. People should not be cheering.,http://twitter.com/felicitylevity/statuses/1870922052036878437,individual,felicitylevity,felicitylevity (Levity 🏳️‍⚧️),It was distasteful for sure. Murder is obscene. People should not be cheering.,9.81536e+17,True,12/22/2024 19:59,It was distasteful for sure. Murder is obscene. People should not be cheering.,12/22/2024,-1,8
12/22/2024 19:38,"@InsaneCope Based Santa. I also hope that the feminists, the LGBTQ+ agenda, the pro-Palestine protestors, the Communists, the Luigi Mangione fans, the climate change activists, and every woke person is on the naughty list.",http://twitter.com/BiCreeperGod/statuses/1870916815163126217,individual,BiCreeperGod,BiCreeperGod (🎄☃🎅CreeperGod🎅☃🎄),"@InsaneCope Based Santa. I also hope that the feminists, the LGBTQ+ agenda, the pro-Palestine protestors, the Communists, the Luigi Mangione fans, the climate change activists, and every woke person is on the naughty list.",1.82524e+18,False,12/22/2024 19:38,"Based Santa. I also hope that the feminists, the LGBTQ+ agenda, the pro-Palestine protestors, the Communists, the Luigi Mangione fans, the climate change activists, and every woke person is on the naughty list.",12/22/2024,-1,0
12/22/2024 19:10,"@BleachDemonz @NeneHilarious @JPHilllllll Lol you’re a very tedious person, I’m now going to let you continue howling into the wind, have fun I’m gonna go piss on the memory of Brian Thompson xox",http://twitter.com/Dams_Lefty/statuses/1870909762814292274,individual,Dams_Lefty,Dams_Lefty (Damien),"@BleachDemonz @NeneHilarious @JPHilllllll Lol you’re a very tedious person, I’m now going to let you continue howling into the wind, have fun I’m gonna go piss on the memory of Brian Thompson xox",215974494.0,False,12/22/2024 19:10,"Lol you’re a very tedious person, I’m now going to let you continue howling into the wind, have fun I’m gonna go piss on the memory of Brian Thompson xox",12/22/2024,-1,6
